File name,Segment length,Normalized segment length,Total segment weight,Alignment position
A_uL02a-uL02b,2,0.006968641114982578,8.292849389416554,1-2
A_uL02a-uL02b,2,0.006968641114982578,7.216892808683854,299-300
A_uL02a-uL02b,8,0.027874564459930314,13.339240162822254,330-337
A_uL02a-uL02b,9,0.0313588850174216,23.45472862957937,253-261
A_uL02a-uL02b,12,0.041811846689895474,20.40576662143826,307-318
A_uL02a-uL02b,21,0.07317073170731707,87.88438263229308,273-293
A_uL02a-uL02b,155,0.5400696864111498,367.79577340569875,57-245
A_uL03a-uL03b,1,0.002898550724637681,1.7076322930800547,132-132
A_uL03a-uL03b,4,0.011594202898550725,5.844545454545454,322-325
A_uL03a-uL03b,4,0.011594202898550725,12.128242876526459,341-344
A_uL03a-uL03b,6,0.017391304347826087,9.158677069199458,177-182
A_uL03a-uL03b,6,0.017391304347826087,5.321051560379919,242-247
A_uL03a-uL03b,6,0.017391304347826087,14.117401628222527,252-257
A_uL03a-uL03b,7,0.020289855072463767,23.613466757123476,329-336
A_uL03a-uL03b,8,0.02318840579710145,16.736132971506105,417-424
A_uL03a-uL03b,12,0.034782608695652174,42.7160854816825,400-412
A_uL03a-uL03b,17,0.04927536231884058,46.67037313432836,75-91
A_uL03a-uL03b,23,0.06666666666666667,49.628242876526464,350-372
A_uL03a-uL03b,24,0.06956521739130435,51.9928629579376,104-127
A_uL03a-uL03b,41,0.11884057971014493,113.62071234735414,272-313
A_uL04a-uL04b,1,0.0037313432835820895,1.0862824765063572,89-89
A_uL04a-uL04b,1,0.0037313432835820895,1.0531149806522941,139-139
A_uL04a-uL04b,1,0.0037313432835820895,5.384237147595356,143-143
A_uL04a-uL04b,3,0.011194029850746268,3.3453123272526257,93-95
A_uL04a-uL04b,6,0.022388059701492536,20.660773908236596,109-122
A_uL04a-uL04b,11,0.041044776119402986,25.11701492537314,147-157
A_uL04a-uL04b,12,0.04477611940298507,29.054524599226095,348-359
A_uL04a-uL04b,19,0.0708955223880597,45.857855168601446,164-182
A_uL04a-uL04b,29,0.10820895522388059,49.2361166390271,203-236
A_uL04a-uL04b,37,0.13805970149253732,65.553184079602,280-337
A_uL04a-uL04b,48,0.1791044776119403,77.99643725815366,30-83
A_uL05a-uL05b,1,0.0049261083743842365,1.2684074908476488,40-40
A_uL05a-uL05b,6,0.029556650246305417,10.57793860884258,70-75
A_uL05a-uL05b,9,0.04433497536945813,31.24064207265559,173-181
A_uL05a-uL05b,14,0.06896551724137931,28.327274007321883,210-223
A_uL05a-uL05b,20,0.09852216748768473,65.29551393973529,46-65
A_uL05a-uL05b,30,0.1477832512315271,87.61508307519009,138-168
A_uL05a-uL05b,51,0.2512315270935961,147.08327654181923,79-130
A_uL06a-uL06b,1,0.0053475935828877,4.053821200121839,28-28
A_uL06a-uL06b,1,0.0053475935828877,3.5767270788912584,181-181
A_uL06a-uL06b,1,0.0053475935828877,1.2236963143466344,236-236
A_uL06a-uL06b,1,0.0053475935828877,2.3924444106000626,250-250
A_uL06a-uL06b,1,0.0053475935828877,3.7667971367651547,254-254
A_uL06a-uL06b,8,0.0427807486631016,12.725854401462078,258-265
A_uL06a-uL06b,10,0.053475935828877004,15.967151995126411,185-196
