File name,Segment length,Normalized segment length,Total segment weight,Alignment position
HA-putativeLoki,1,0.003367003367003367,5.272142857142859,40-40
HA-putativeLoki,1,0.003367003367003367,5.858537414965986,44-44
HA-putativeLoki,1,0.003367003367003367,1.3711224489795921,48-48
HA-putativeLoki,2,0.006734006734006734,6.001428571428573,31-32
HA-putativeLoki,2,0.006734006734006734,3.373537414965987,270-271
HA-putativeLoki,2,0.006734006734006734,4.131530612244898,276-277
HA-putativeLoki,2,0.006734006734006734,4.989693877551019,288-289
HA-putativeLoki,3,0.010101010101010102,4.448401360544218,264-266
HA-putativeLoki,3,0.010101010101010102,7.207074829931973,294-296
HA-putativeLoki,4,0.013468013468013467,4.724931972789117,343-346
HA-putativeLoki,5,0.016835016835016835,7.420340136054422,22-27
HA-putativeLoki,5,0.016835016835016835,5.88530612244898,312-316
HA-putativeLoki,6,0.020202020202020204,11.823265306122448,254-259
HA-putativeLoki,6,0.020202020202020204,7.556768707482995,303-308
HA-putativeLoki,6,0.020202020202020204,7.566326530612246,328-333
HA-putativeLoki,8,0.026936026936026935,12.044557823129255,212-219
HA-putativeLoki,10,0.03367003367003367,27.485170068027216,99-108
HA-putativeLoki,24,0.08080808080808081,33.849659863945575,53-76
HA-putativeLoki,24,0.08080808080808081,44.350068027210895,168-195
IF2-EFTU_Ploop,2,0.007782101167315175,2.1614580941446615,25-26
IF2-EFTU_Ploop,2,0.007782101167315175,11.868461538461538,132-133
IF2-EFTU_Ploop,2,0.007782101167315175,6.107956371986223,289-290
IF2-EFTU_Ploop,3,0.011673151750972763,8.13415040183697,182-184
IF2-EFTU_Ploop,5,0.019455252918287938,13.082944890929966,269-273
IF2-EFTU_Ploop,8,0.0311284046692607,21.336285878300806,246-253
IF2-EFTU_Ploop,11,0.042801556420233464,24.967795637198627,192-203
IF2-EFTU_Ploop,13,0.05058365758754864,26.820114810562572,78-92
IF2-EFTU_Ploop,13,0.05058365758754864,27.31927095292767,209-221
IF2-EFTU_Ploop,21,0.08171206225680934,51.57526406429392,97-125
IF2-EFTU_Ploop,25,0.09727626459143969,90.38997703788749,33-57
IF2-EFTU_Ploop,40,0.1556420233463035,142.332990815155,137-176
aL37-bL34,2,0.03076923076923077,6.061818181818182,103-104
aL37-bL34,5,0.07692307692307693,11.236723202170964,68-73
aL37-bL34,5,0.07692307692307693,14.296635006784262,94-98
aL37-bL34,6,0.09230769230769231,16.975610583446407,113-118
aL37-bL34,13,0.2,27.77787652645862,78-90
aaTRNAS_Y-W,1,0.0023752969121140144,1.0015366430260049,82-82
aaTRNAS_Y-W,1,0.0023752969121140144,1.460602836879433,95-95
aaTRNAS_Y-W,1,0.0023752969121140144,1.1657210401891256,114-114
aaTRNAS_Y-W,1,0.0023752969121140144,1.1051418439716316,125-125
aaTRNAS_Y-W,1,0.0023752969121140144,1.1767021276595746,226-226
aaTRNAS_Y-W,1,0.0023752969121140144,1.6465602836879438,231-231
aaTRNAS_Y-W,1,0.0023752969121140144,1.1557801418439717,273-273
aaTRNAS_Y-W,1,0.0023752969121140144,2.0203191489361703,332-332
aaTRNAS_Y-W,1,0.0023752969121140144,2.4848581560283693,548-548
aaTRNAS_Y-W,1,0.0023752969121140144,1.4536052009456268,644-644
aaTRNAS_Y-W,1,0.0023752969121140144,2.3900591016548476,728-728
aaTRNAS_Y-W,3,0.007125890736342043,6.944763593380616,167-169
aaTRNAS_Y-W,3,0.007125890736342043,6.152328605200946,267-269
aaTRNAS_Y-W,3,0.007125890736342043,4.600921985815603,709-711
aaTRNAS_Y-W,4,0.009501187648456057,18.201146572104022,336-339
aaTRNAS_Y-W,4,0.009501187648456057,9.377033096926715,558-561
aaTRNAS_Y-W,5,0.011876484560570071,12.872990543735225,345-349
aaTRNAS_Y-W,5,0.011876484560570071,23.043794326241134,592-596
aaTRNAS_Y-W,6,0.014251781472684086,8.850070921985818,254-263
aaTRNAS_Y-W,7,0.0166270783847981,6.159881796690309,764-770
aaTRNAS_Y-W,9,0.021377672209026127,19.90738770685579,139-147
aaTRNAS_Y-W,9,0.021377672209026127,12.253463356973999,208-222
aaTRNAS_Y-W,9,0.021377672209026127,12.830874704491727,653-661
aaTRNAS_Y-W,10,0.023752969121140142,27.120130023640662,152-161
aaTRNAS_Y-W,13,0.030878859857482184,19.90970449172577,182-194
aaTRNAS_Y-W,16,0.03800475059382423,31.185437352245867,293-308
aaTRNAS_Y-W,16,0.03800475059382423,26.489704491725767,606-624
