File name,Segment length,Normalized segment length,Total segment weight,Alignment position
A_PS00011_PS50998,26,0.5531914893617021,66.39736338797815,17-42
A_PS00012_PS50075,14,0.17721518987341772,34.0107591158236,57-70
A_PS00021_PS50070,14,0.175,69.21314238273142,91-104
A_PS00023_PS51092,42,0.8571428571428571,168.70523926654744,6-47
A_PS00024_PS51642,8,0.14285714285714285,16.596277556162086,9-16
A_PS00025_PS51448,5,0.10869565217391304,31.485157209530826,35-39
A_PS00025_PS51448,15,0.32608695652173914,47.80962785556375,14-30
A_PS00026_PS50941,20,0.47619047619047616,104.26638907967032,17-38
A_PS00027_PS50071,24,0.39344262295081966,81.24700654453176,47-102
A_PS00031_PS51030,4,0.05063291139240506,24.64680635566098,4-7
A_PS00031_PS51030,4,0.05063291139240506,3.026703094996048,24-28
A_PS00031_PS51030,16,0.20253164556962025,85.14435596219737,33-49
A_PS00034_PS51057,17,0.13385826771653545,96.147175066313,35-51
A_PS00035_PS51179,13,0.17333333333333334,66.28953846153846,19-31
A_PS00036_PS50217,16,0.25,47.27166758704672,6-21
A_PS00039_PS00690,7,0.7777777777777778,26.082467532467533,4-10
A_PS00041_PS01124,13,0.12871287128712872,21.819126460803037,59-71
A_PS00041_PS01124,28,0.27722772277227725,60.21149431292714,82-110
A_PS00042_PS51063,7,0.09210526315789473,20.765008996851105,60-66
A_PS00042_PS51063,12,0.15789473684210525,38.44486729644625,42-53
A_PS00065_PS00670,3,0.08571428571428572,3.711250960504073,13-15
A_PS00065_PS00670,3,0.08571428571428572,3.1752128477024746,20-22
A_PS00065_PS00670,4,0.11428571428571428,5.048856615952053,26-29
A_PS00065_PS00671,11,0.34375,20.873668392401694,7-17
A_PS00066_PS01192,9,0.5625,15.585058593750002,6-14
A_PS00066_PS50065,15,0.036855036855036855,67.0199676724138,253-267
A_PS00075_PS51330,9,0.05113636363636364,28.81729493500673,50-58
A_PS00075_PS51330,10,0.056818181818181816,41.06156207978486,30-43
A_PS00077_PS50855,20,0.03898635477582846,46.197726819043815,479-499
A_PS00077_PS50855,34,0.06627680311890838,138.98746398509502,439-475
A_PS00078_PS50857,49,0.3656716417910448,231.40348417522537,137-194
A_PS00078_PS50999,2,0.01639344262295082,7.919242363433669,113-114
A_PS00078_PS50999,4,0.03278688524590164,10.274877814938685,128-131
A_PS00078_PS50999,7,0.05737704918032787,23.288847714604238,118-124
A_PS00079_PS00080,12,0.5714285714285714,37.5755749636099,6-17
A_PS00081_PS51393,11,0.015827338129496403,55.573955108359144,463-473
A_PS00108_PS00109,4,0.3076923076923077,16.809808123312223,10-13
A_PS00108_PS00109,6,0.46153846153846156,28.20364400984342,1-6
A_PS00112_PS51510,7,0.029166666666666667,44.41253415870165,178-185
A_PS00126_PS51845,12,0.03680981595092025,61.617465564738296,180-191
A_PS00128_PS51348,19,0.14615384615384616,74.80229770781553,85-103
A_PS00129_PS00707,5,0.16129032258064516,17.718946078431372,19-23
A_PS00137_PS00138,1,0.08333333333333333,1.920271366188397,11-11
A_PS00137_PS00138,5,0.4166666666666667,17.709927662229063,2-6
C_PS00543_PS00464,1,0.04,1.814397590361446,3-3
C_PS00543_PS00464,4,0.16,4.900031892274983,8-11
C_PS00543_PS00464,9,0.36,9.213164422395465,17-25
C_PS00543_PS00838,1,0.03571428571428571,2.885261437908497,11-11
C_PS00543_PS00838,1,0.03571428571428571,2.5192483660130724,23-23
C_PS00543_PS00838,3,0.10714285714285714,4.539771241830065,15-17
C_PS00543_PS00838,6,0.21428571428571427,9.639084967320262,1-6
C_PS00543_PS00961,1,0.043478260869565216,2.4767647058823536,10-10
C_PS00543_PS00961,3,0.13043478260869565,8.591791443850267,16-18
C_PS00543_PS50085,4,0.018018018018018018,8.704287925696594,20-23
C_PS00543_PS50085,4,0.018018018018018018,4.173328173374612,32-35
C_PS00543_PS50085,6,0.02702702702702703,11.973606811145512,44-49
C_PS00543_PS51156,8,0.0784313725490196,15.596176470588237,50-57
C_PS00543_PS51156,11,0.10784313725490197,23.035032679738567,3-13
C_PS00543_PS51303,1,0.00909090909090909,4.147751744765702,39-39
C_PS00543_PS51303,4,0.03636363636363636,3.501884346959124,44-47
C_PS00543_PS51303,9,0.08181818181818182,10.655009970089731,53-61
C_PS00543_PS51358,2,0.016260162601626018,5.406688453159042,27-28
C_PS00543_PS51358,6,0.04878048780487805,7.275610021786494,32-37
C_PS00543_PS51358,8,0.06504065040650407,15.964074074074077,41-48
C_PS00543_PS51382,1,0.003663003663003663,2.09384479092842,18-18
C_PS00543_PS51382,2,0.007326007326007326,2.543182140326011,8-9
C_PS00543_PS51382,4,0.014652014652014652,9.231428065201987,1-4
C_PS00543_PS51382,7,0.02564102564102564,14.663412473423104,22-28
C_PS50886_PS00051,6,0.05405405405405406,9.709709021818028,104-110
C_PS50886_PS00064,5,0.045454545454545456,8.26784210471972,17-21
C_PS50886_PS00086,1,0.009708737864077669,2.066767722568757,122-122
C_PS50886_PS00086,3,0.02912621359223301,8.818017338138386,114-116
C_PS50886_PS00088,1,0.008620689655172414,5.28458925750395,22-22
C_PS50886_PS00111,6,0.05357142857142857,12.725663948036113,34-39
C_PS50886_PS00156,3,0.02727272727272727,8.085900769219414,6-8
C_PS50886_PS00156,3,0.02727272727272727,6.294571614179623,12-14
C_PS50886_PS00163,1,0.009345794392523364,1.1455687203791471,122-122
C_PS50886_PS00163,4,0.037383177570093455,11.071548183254345,114-117
C_PS50886_PS00168,6,0.05128205128205128,13.377992665062369,18-23
C_PS50886_PS00221,4,0.03636363636363636,8.208893644243417,7-10
C_PS50886_PS00227,6,0.05454545454545454,12.98488407562466,111-116
C_PS50886_PS00240,1,0.009009009009009009,2.0330884676145335,55-55
C_PS50886_PS00240,3,0.02702702702702703,9.724967437211854,59-61
C_PS50886_PS00240,6,0.05405405405405406,14.883451816745655,82-87
C_PS50886_PS00254,1,0.009009009009009009,1.1485660304854624,54-54
C_PS50886_PS00254,6,0.05405405405405406,15.563760087101322,59-64
C_PS50886_PS00268,4,0.036036036036036036,12.501940993125828,106-110
C_PS50886_PS00287,6,0.05454545454545454,20.400375666050824,59-64
C_PS50886_PS00288,1,0.009009009009009009,3.273530805687203,15-15
C_PS50886_PS00288,1,0.009009009009009009,4.262472353870458,19-19
C_PS50886_PS00288,6,0.05405405405405406,11.006459141174783,57-62
C_PS50886_PS00314,5,0.045454545454545456,11.53149289099526,62-66
C_PS50886_PS00328,6,0.05405405405405406,7.0609083728278055,18-23
C_PS50886_PS00341,6,0.05405405405405406,9.348238546603477,31-36
C_PS50886_PS00387,3,0.02654867256637168,7.39698262243286,20-22
C_PS50886_PS00433,2,0.01818181818181818,8.186611839048414,22-23
C_PS50886_PS00433,4,0.03636363636363636,9.699112071368834,9-12
C_PS50886_PS00451,2,0.018018018018018018,4.859723370643003,142-143
C_PS50886_PS00451,4,0.036036036036036036,9.198165775940303,116-119
C_PS50886_PS00464,1,0.008771929824561403,2.3487587316089003,11-11
C_PS50886_PS00464,1,0.008771929824561403,3.1119137212356547,31-31
C_PS50886_PS00464,3,0.02631578947368421,6.116896876605951,21-23
C_PS50886_PS00491,4,0.034482758620689655,11.028996573813,157-160
C_PS50886_PS00504,3,0.02702702702702703,11.745500263296472,114-116
C_PS50886_PS00527,3,0.02631578947368421,3.7572857186467328,21-23
C_PS50886_PS00527,8,0.07017543859649122,7.068118040768979,31-38
C_PS50886_PS00543,1,0.009009009009009009,1.0201807452838954,127-127
C_PS50886_PS00543,3,0.02702702702702703,6.784121364185486,108-111
C_PS50886_PS00543,4,0.036036036036036036,4.350425611002696,115-118
C_PS50886_PS00570,10,0.09009009009009009,16.226402492539933,116-125
C_PS50886_PS00578,11,0.1,18.334221655122125,108-119
C_PS50886_PS00817,6,0.05405405405405406,8.752087462300734,103-108
C_PS50886_PS00817,6,0.05405405405405406,8.760229067930492,114-119
C_PS50886_PS00828,10,0.08547008547008547,14.669465626056134,60-69
C_PS50886_PS00831,4,0.03669724770642202,11.067089938443102,157-160
C_PS50886_PS00831,7,0.06422018348623854,12.504505344848539,10-16
C_PS50886_PS00838,6,0.05405405405405406,11.854094260136916,9-14
C_PS50886_PS00838,9,0.08108108108108109,13.056504300509042,21-36
C_PS50886_PS00926,8,0.07207207207207207,10.553474298213636,14-21
C_PS50886_PS00961,7,0.06306306306306306,12.64659701278185,54-60
C_PS50886_PS00989,2,0.018018018018018018,5.049098694603808,118-119
C_PS50886_PS00989,2,0.018018018018018018,2.417773343310884,125-126
C_PS50886_PS01013,6,0.05405405405405406,9.440284360189573,14-19
C_PS50886_PS01029,6,0.05128205128205128,11.967284342587583,82-87
C_PS50886_PS01031,1,0.006622516556291391,1.5490803778473583,10-10
C_PS50886_PS01031,1,0.006622516556291391,1.0224052640342438,17-17
C_PS50886_PS01031,1,0.006622516556291391,1.7958682285765342,34-34
C_PS50886_PS01031,1,0.006622516556291391,1.1043807591872874,173-173
C_PS50886_PS01031,1,0.006622516556291391,1.4120209594821254,189-189
C_PS50886_PS01031,1,0.006622516556291391,1.305839110288056,204-204
C_PS50886_PS01031,1,0.006622516556291391,3.285566364924849,223-223
C_PS50886_PS01031,2,0.013245033112582781,3.240709600912942,22-23
C_PS50886_PS01031,2,0.013245033112582781,3.731405150322657,58-59
C_PS50886_PS01031,4,0.026490066225165563,7.2628139353549654,38-41
C_PS50886_PS01031,5,0.033112582781456956,15.30580629637301,195-199
C_PS50886_PS01043,1,0.009009009009009009,1.564210110584518,125-125
C_PS50886_PS01043,9,0.08108108108108109,24.084278567667198,110-120
C_PS50886_PS01087,1,0.009009009009009009,1.4230712336636508,56-56
C_PS50886_PS01087,3,0.02702702702702703,8.5688194743645,61-63
C_PS50886_PS01109,3,0.024793388429752067,2.907986344084113,147-149
C_PS50886_PS01109,4,0.03305785123966942,10.401993834720818,157-160
C_PS50886_PS01109,8,0.06611570247933884,11.523751649300934,59-66
C_PS50886_PS01207,1,0.009009009009009009,1.6118483412322278,55-55
C_PS50886_PS01207,5,0.04504504504504504,14.712764612954189,59-63
C_PS50886_PS01214,10,0.09009009009009009,21.269165350184313,37-60
C_PS50886_PS01309,1,0.009009009009009009,6.157014218009479,157-157
C_PS50886_PS01309,2,0.018018018018018018,6.203025276461297,142-143
C_PS50886_PS01331,1,0.009009009009009009,2.394383886255924,115-115
C_PS50886_PS01331,4,0.036036036036036036,6.68157146420554,103-106
C_PS50886_PS50077,1,0.008333333333333333,1.0935344621485932,87-87
C_PS50886_PS50077,1,0.008333333333333333,4.148423572925311,110-110
C_PS50886_PS50077,1,0.008333333333333333,1.3043135228130378,121-121
C_PS50886_PS50077,1,0.008333333333333333,1.9930164634517937,125-125
C_PS50886_PS50077,2,0.016666666666666666,3.490830391757024,82-83
C_PS50886_PS50077,3,0.025,4.44237899691076,115-117
C_PS50886_PS50085,1,0.009009009009009009,1.124865303068097,76-76
C_PS50886_PS50085,1,0.009009009009009009,3.9228157479005574,145-145
C_PS50886_PS50085,1,0.009009009009009009,1.1921306227654447,168-168
C_PS50886_PS50085,1,0.009009009009009009,2.7532431196474603,180-180
C_PS50886_PS50085,5,0.04504504504504504,4.708220254427538,32-36
C_PS50886_PS50085,5,0.04504504504504504,6.25197638646379,134-138
C_PS50886_PS50085,8,0.07207207207207207,12.448701255508443,51-58
C_PS50886_PS50104,1,0.007352941176470588,1.4651339812426265,56-56
C_PS50886_PS50104,1,0.007352941176470588,3.680553822464856,60-60
C_PS50886_PS50104,1,0.007352941176470588,1.6428491011258426,64-64
C_PS50886_PS50104,1,0.007352941176470588,1.4661088447617339,142-142
C_PS50886_PS50104,1,0.007352941176470588,1.238004779330894,159-159
C_PS50886_PS50104,3,0.022058823529411766,3.8097248385226075,36-38
C_PS50886_PS50104,4,0.029411764705882353,4.4440650308956755,82-85
C_PS50886_PS50104,4,0.029411764705882353,4.486040154378388,104-107
C_PS50886_PS50104,7,0.051470588235294115,10.516568080468733,114-120
C_PS50886_PS50128,1,0.009009009009009009,3.2653379991917406,111-111
C_PS50886_PS50128,6,0.05405405405405406,8.574596421617253,115-120
C_PS50886_PS50128,7,0.06306306306306306,8.568607957676624,60-66
C_PS50886_PS50134,1,0.009009009009009009,1.2506532678017677,14-14
C_PS50886_PS50134,1,0.009009009009009009,1.058973436311509,18-18
C_PS50886_PS50134,1,0.009009009009009009,1.188222748815166,115-115
C_PS50886_PS50134,1,0.009009009009009009,4.085537124802528,119-119
C_PS50886_PS50134,3,0.02702702702702703,2.331743607746767,34-36
C_PS50886_PS50134,3,0.02702702702702703,7.079910186647944,106-108
C_PS50886_PS50134,5,0.04504504504504504,6.977985196887252,62-66
C_PS50886_PS50138,16,0.14414414414414414,15.506756939742726,111-126
C_PS50886_PS50158,2,0.018018018018018018,9.433481109374934,62-63
C_PS50886_PS50171,1,0.00909090909090909,1.1622610822436672,26-26
C_PS50886_PS50171,1,0.00909090909090909,1.648225794171949,30-30
C_PS50886_PS50171,2,0.01818181818181818,3.9281823026703977,17-18
C_PS50886_PS50172,1,0.006993006993006993,1.551295939676625,103-103
C_PS50886_PS50172,1,0.006993006993006993,2.40781464623097,147-147
C_PS50886_PS50172,2,0.013986013986013986,2.3891041528592334,107-108
