File name,Segment length,Normalized segment length,Total segment weight,Alignment position
A_IND_tg_11,250,1.0,1076.7835718255078,4-536
A_IND_tg_12,250,1.0,1060.7718967079436,2-516
A_IND_tg_14,250,1.0,1151.5251459034807,2-489
A_IND_tg_15,251,1.0,1091.1457563959948,2-532
A_IND_tg_16,251,1.0,1106.2229744373453,3-511
A_IND_tg_19,250,1.0,1016.2315542328042,2-461
A_IND_tg_2,250,1.0,1078.9533333333345,2-477
A_IND_tg_20,250,1.0,1093.4570083364918,2-632
A_IND_tg_21,250,1.0,1055.849778708134,1-470
A_IND_tg_22,46,0.184,175.15804976851848,1-83
A_IND_tg_22,201,0.804,859.8586458333335,87-435
A_IND_tg_24,250,1.0,1029.9446064814822,8-458
A_IND_tg_25,250,1.0,1016.9077785495981,1-547
A_IND_tg_29,250,1.0,1044.3389474517257,1-459
A_IND_tg_3,250,1.0,1001.3652545248879,1-578
A_IND_tg_30,15,0.058365758754863814,60.85598707403055,130-173
A_IND_tg_30,45,0.17509727626459143,204.3288366627497,1-108
A_IND_tg_30,184,0.7159533073929961,698.0124089306702,186-545
A_IND_tg_31,63,0.252,290.8602991452991,413-511
A_IND_tg_31,184,0.736,834.5788705738709,1-409
A_IND_tg_33,250,1.0,1104.367580231066,1-427
A_IND_tg_35,59,0.236,230.48185714285717,358-481
A_IND_tg_35,188,0.752,791.248828571429,2-352
A_IND_tg_39,119,0.47410358565737054,527.3024662259268,216-434
A_IND_tg_39,129,0.5139442231075697,556.6927450416784,6-210
A_IND_tg_4,12,0.048,56.04803069053708,571-592
A_IND_tg_4,95,0.38,440.0200951974993,382-561
A_IND_tg_4,136,0.544,605.6304958795115,4-377
A_IND_tg_6,249,0.996,1123.0287428571442,2-400
A_IND_tg_7,250,1.0,1129.8056096874134,14-536
C_10_tg_11_tg,1,0.0032679738562091504,4.128583333333333,183-183
C_10_tg_11_tg,1,0.0032679738562091504,2.095555555555556,210-210
C_10_tg_11_tg,1,0.0032679738562091504,2.7,354-354
C_10_tg_11_tg,1,0.0032679738562091504,5.002527777777778,372-372
C_10_tg_11_tg,2,0.006535947712418301,11.229999999999997,21-22
C_10_tg_11_tg,2,0.006535947712418301,8.58,109-110
C_10_tg_11_tg,2,0.006535947712418301,4.608888888888889,158-159
C_10_tg_11_tg,2,0.006535947712418301,12.129999999999999,275-276
C_10_tg_11_tg,3,0.00980392156862745,3.623,117-119
C_10_tg_11_tg,5,0.016339869281045753,12.618333333333336,73-78
C_10_tg_11_tg,5,0.016339869281045753,10.688805555555556,129-133
C_10_tg_11_tg,5,0.016339869281045753,13.403666666666668,215-219
C_10_tg_11_tg,5,0.016339869281045753,11.502500000000001,320-327
C_10_tg_11_tg,6,0.0196078431372549,14.360833333333336,100-105
C_10_tg_11_tg,6,0.0196078431372549,12.527305555555559,225-230
C_10_tg_11_tg,6,0.0196078431372549,15.376666666666669,240-246
C_10_tg_11_tg,7,0.02287581699346405,13.891333333333332,9-15
C_10_tg_11_tg,7,0.02287581699346405,13.088305555555559,87-93
C_10_tg_11_tg,8,0.026143790849673203,13.197111111111113,333-340
C_10_tg_11_tg,9,0.029411764705882353,26.361666666666665,280-290
C_10_tg_11_tg,10,0.032679738562091505,23.901750000000003,194-203
C_10_tg_11_tg,11,0.03594771241830065,18.55277777777778,164-176
C_10_tg_11_tg,14,0.0457516339869281,22.537583333333334,138-151
C_10_tg_11_tg,30,0.09803921568627451,55.67150000000001,29-69
C_10_tg_12_tg,1,0.0030864197530864196,2.6370833333333334,43-43
C_10_tg_12_tg,1,0.0030864197530864196,4.676666666666668,80-80
C_10_tg_12_tg,1,0.0030864197530864196,5.971666666666667,222-222
C_10_tg_12_tg,1,0.0030864197530864196,5.673888888888889,333-333
C_10_tg_12_tg,3,0.009259259259259259,12.211666666666666,118-121
C_10_tg_12_tg,4,0.012345679012345678,19.06333333333334,5-8
C_10_tg_12_tg,4,0.012345679012345678,7.311111111111112,104-107
C_10_tg_12_tg,4,0.012345679012345678,14.063611111111111,342-345
C_10_tg_12_tg,5,0.015432098765432098,9.674555555555557,247-251
C_10_tg_12_tg,5,0.015432098765432098,12.305611111111112,296-300
C_10_tg_12_tg,5,0.015432098765432098,15.86213888888889,393-400
C_10_tg_12_tg,6,0.018518518518518517,17.647194444444445,69-74
C_10_tg_12_tg,6,0.018518518518518517,20.192,205-210
C_10_tg_12_tg,7,0.021604938271604937,14.557222222222222,305-311
C_10_tg_12_tg,8,0.024691358024691357,15.44166666666667,93-100
C_10_tg_12_tg,8,0.024691358024691357,11.133583333333334,125-132
C_10_tg_12_tg,9,0.027777777777777776,16.741194444444446,136-144
C_10_tg_12_tg,10,0.030864197530864196,14.316388888888891,165-174
C_10_tg_12_tg,10,0.030864197530864196,22.435722222222225,355-365
C_10_tg_12_tg,13,0.040123456790123455,30.236944444444447,179-192
C_10_tg_12_tg,14,0.043209876543209874,30.6295,48-61
C_10_tg_12_tg,19,0.05864197530864197,31.465388888888896,264-282
C_10_tg_13_tg,1,0.003048780487804878,2.0038611111111115,401-401
C_10_tg_13_tg,2,0.006097560975609756,3.271055555555556,345-346
C_10_tg_13_tg,2,0.006097560975609756,4.1225000000000005,396-397
C_10_tg_13_tg,3,0.009146341463414634,11.644638888888888,58-60
C_10_tg_13_tg,3,0.009146341463414634,6.0685833333333346,73-75
C_10_tg_13_tg,3,0.009146341463414634,9.528944444444448,86-90
C_10_tg_13_tg,3,0.009146341463414634,17.986416666666667,204-208
C_10_tg_13_tg,3,0.009146341463414634,8.5355,313-315
C_10_tg_13_tg,3,0.009146341463414634,5.207416666666667,338-340
C_10_tg_13_tg,4,0.012195121951219513,10.068333333333333,23-26
C_10_tg_13_tg,4,0.012195121951219513,6.718972222222224,38-41
C_10_tg_13_tg,4,0.012195121951219513,12.005916666666668,124-127
C_10_tg_13_tg,4,0.012195121951219513,12.293333333333333,179-182
C_10_tg_13_tg,5,0.01524390243902439,11.9805,186-192
C_10_tg_13_tg,7,0.021341463414634148,18.09388888888889,155-161
C_10_tg_13_tg,7,0.021341463414634148,14.841111111111113,272-278
C_10_tg_13_tg,8,0.024390243902439025,15.940305555555556,6-13
C_10_tg_13_tg,9,0.027439024390243903,19.919777777777778,230-238
C_10_tg_13_tg,10,0.03048780487804878,20.189055555555555,382-392
C_10_tg_13_tg,11,0.03353658536585366,20.739722222222227,283-293
