Number estimators,30,30,30
Probability,TPR,FPR,STD-tpr
-0.01,1.0,1.0,0.0
0.0,1.0,0.9976359338061466,0.0
0.01,1.0,0.9976359338061466,0.0
0.019999999999999997,1.0,0.9976359338061466,0.0
0.03,1.0,0.9976359338061466,0.0
0.04,1.0,0.9881796690307328,0.0
0.049999999999999996,1.0,0.9881796690307328,0.0
0.060000000000000005,1.0,0.9881796690307328,0.0
0.07,1.0,0.9739952718676123,0.0
0.08,1.0,0.9739952718676123,0.0
0.09000000000000001,1.0,0.9739952718676123,0.0
0.1,1.0,0.9621749408983451,0.0
0.11,1.0,0.9621749408983451,0.0
0.12000000000000001,1.0,0.9621749408983451,0.0
0.13,1.0,0.9621749408983451,0.0
0.13999999999999999,1.0,0.9385342789598109,0.0
0.15,1.0,0.9385342789598109,0.0
0.16,1.0,0.9385342789598109,0.0
0.16999999999999998,1.0,0.8983451536643026,0.0
0.18,1.0,0.8983451536643026,0.0
0.19,1.0,0.8983451536643026,0.0
0.19999999999999998,1.0,0.8983451536643026,0.0
0.21,1.0,0.8557919621749409,0.0
0.22,1.0,0.8557919621749409,0.0
0.22999999999999998,1.0,0.8557919621749409,0.0
0.24,1.0,0.806146572104019,0.0
0.25,1.0,0.806146572104019,0.0
0.26,1.0,0.806146572104019,0.0
0.27,1.0,0.7706855791962175,0.0
0.27999999999999997,1.0,0.7706855791962175,0.0
0.29,1.0,0.7706855791962175,0.0
0.3,0.9912280701754387,0.723404255319149,0.012405382126079766
0.31,0.9912280701754387,0.723404255319149,0.012405382126079766
0.32,0.9912280701754387,0.723404255319149,0.012405382126079766
0.33,0.9912280701754387,0.723404255319149,0.012405382126079766
0.34,0.9824561403508772,0.6784869976359338,0.012405382126079766
0.35,0.9824561403508772,0.6784869976359338,0.012405382126079766
0.36,0.9824561403508772,0.6784869976359338,0.012405382126079766
0.37,0.9649122807017543,0.6312056737588653,0.024810764252159587
0.38,0.9649122807017543,0.6312056737588653,0.024810764252159587
0.39,0.9649122807017543,0.6312056737588653,0.024810764252159587
0.4,0.9210526315789473,0.5744680851063829,0.037216146378239355
0.41,0.9210526315789473,0.5744680851063829,0.037216146378239355
0.42,0.9210526315789473,0.5744680851063829,0.037216146378239355
0.43,0.9210526315789473,0.5744680851063829,0.037216146378239355
0.44,0.9210526315789473,0.5130023640661938,0.037216146378239355
0.45,0.9210526315789473,0.5130023640661938,0.037216146378239355
0.46,0.9210526315789473,0.5130023640661938,0.037216146378239355
0.47,0.9035087719298245,0.46808510638297873,0.03282155602433279
0.48,0.9035087719298245,0.46808510638297873,0.03282155602433279
0.49,0.9035087719298245,0.46808510638297873,0.03282155602433279
0.5,0.8771929824561404,0.4137115839243499,0.054073807043587496
0.51,0.8771929824561404,0.4137115839243499,0.054073807043587496
0.52,0.8771929824561404,0.4137115839243499,0.054073807043587496
0.53,0.8771929824561404,0.4137115839243499,0.054073807043587496
0.54,0.8596491228070176,0.37352245862884165,0.06202691063039889
0.55,0.8596491228070176,0.37352245862884165,0.06202691063039889
0.56,0.8596491228070176,0.37352245862884165,0.06202691063039889
0.57,0.8421052631578947,0.34278959810874704,0.07443229275647865
